user_id,year_of_birth,gender,region,living_standards_measure,highest_education,employment,internet_access,cable_tv_subscription,survey_completion,survey_participation_consent,bank_account,bank,last_interaction_with_bank,likelihood_to_recommend,comment_on_why,themes,start_time(GMT),time_of_last_update(GMT),week
2911080,1988,Female,nyanza,9 to 12,Completed College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:27,7/24/2021 14:30,30
2953039,1998,Male,riftvalley,1 to 4,Completed Secondary,Student,Yes,No,TIMEDOUT,YES,-,-,-,-,-,,7/21/2021 15:58,7/24/2021 16:01,30
2940249,1998,Female,nairobi,13 to 17,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,9,Their services are good and the bank agents are located everywhere in the country,"service,staff",7/21/2021 13:12,7/24/2021 13:15,30
17386410,1992,Male,riftvalley,5 to 8,Completed College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:57,7/24/2021 14:00,30
2948049,1992,Male,central,NA,NA,Farm owner,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:56,7/24/2021 13:59,30
17394666,1997,Male,coast,1 to 4,College Student,Student,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:19,7/24/2021 15:22,30
17405801,1988,Female,riftvalley,5 to 8,In Secondary,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:57,7/24/2021 16:00,30
17395035,1996,Female,riftvalley,9 to 12,University Student,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,"Accessible , fast and convenient","accessibility,speed/efficiency",7/21/2021 14:57,7/24/2021 15:00,30
17398227,1972,Female,riftvalley,9 to 12,Completed Primary,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 15:58,7/24/2021 16:01,30
2281408,1993,Female,nyanza,NA,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,There services are good,service,7/21/2021 13:56,7/24/2021 13:59,30
17594602,NA,NA,NA,NA,NA,NA,NA,NA,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:56,7/24/2021 14:59,30
17401645,1996,Female,western,13 to 17,Completed Primary,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:08,7/24/2021 15:11,30
2305732,1995,Female,riftvalley,13 to 17,University Student,Student,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,10,The service is accurate and excellent.,service,7/21/2021 13:36,7/24/2021 13:39,30
17402838,1993,Male,eastern,1 to 4,Completed Secondary,Other/Unemployed,No,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 14:57,7/21/2021 15:06,30
2944555,1990,Male,riftvalley,9 to 12,Some University,Own Business,Yes,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 14:56,7/24/2021 14:59,30
5619131,1995,Female,nyanza,1 to 4,Some Secondary,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 14:10,7/24/2021 14:13,30
2942728,1990,Male,nairobi,13 to 17,Completed University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Other,ATM,10,8,,7/21/2021 15:19,7/24/2021 15:22,30
2270220,1993,Female,central,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,9,customer service is swift and satisfying,service,7/21/2021 13:30,7/24/2021 13:33,30
2909230,1991,Male,riftvalley,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,7,reliable,speed/efficiency,7/21/2021 15:07,7/24/2021 15:10,30
17068871,1996,Male,riftvalley,5 to 8,In College,Student,Yes,No,FINISHED,YES,Yes,KCB,ATM,10,They give immediately feedback,,7/21/2021 14:32,7/24/2021 14:35,30
5731534,1998,Male,eastern,9 to 12,In Uni,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,7,Easy Accessibility,"accessibility,speed/efficiency",7/21/2021 14:58,7/24/2021 15:01,30
2892785,1996,Female,riftvalley,1 to 4,Completed Secondary,Other/Unemployed,No,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,I thank them they serve kindly,service,7/21/2021 13:56,7/21/2021 14:51,30
2950885,1999,Male,nyanza,1 to 4,Some Secondary,Student,No,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 13:55,7/24/2021 13:58,30
2415126,1982,Male,nairobi,9 to 12,Completed Secondary,Non-skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,9,There services are good,service,7/21/2021 15:56,7/24/2021 15:59,30
2886899,1991,Female,riftvalley,NA,NA,Other/Unemployed,Yes,No,TIMEDOUT,YES,-,-,-,-,-,,7/21/2021 14:23,7/24/2021 14:26,30
17392471,1996,Male,riftvalley,9 to 12,Completed College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:56,7/24/2021 15:59,30
2946943,1993,Male,riftvalley,9 to 12,Completed College,Student,Yes,No,OPTOUT,NO,-,-,-,-,-,,7/21/2021 14:48,7/24/2021 14:51,30
2926292,1996,Male,riftvalley,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,9,Good,,7/21/2021 14:56,7/24/2021 14:59,30
17402294,1995,Male,riftvalley,5 to 8,In College,Farm owner,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:08,7/24/2021 15:11,30
17391942,1999,Male,eastern,13 to 17,University Student,Student,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,9,They do provide Care Friendly services,"service,staff",7/21/2021 14:18,7/24/2021 14:21,30
18005065,1990,NA,riftvalley,13 to 17,In PostGrad,Other/Unemployed,No,Yes,FINISHED,YES,No,-,-,-,-,,7/21/2021 14:35,7/24/2021 14:38,30
17396772,1995,Female,eastern,5 to 8,In College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:56,7/24/2021 13:59,30
17386880,1997,Male,riftvalley,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,9,Efficient & reliable... Timely services,"service,speed/efficiency",7/21/2021 14:55,7/24/2021 14:58,30
17384614,1990,Male,riftvalley,9 to 12,Completed College,Farm owner,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:31,7/24/2021 15:34,30
17405432,1995,Female,riftvalley,5 to 8,Some Uni,Student,No,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,Their service are good,service,7/21/2021 15:56,7/24/2021 15:59,30
17405561,1996,Male,riftvalley,5 to 8,In Uni,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:57,7/24/2021 15:00,30
17407207,1997,Male,nairobi,9 to 12,Completed College,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:17,7/24/2021 15:20,30
17946447,NA,NA,NA,NA,NA,NA,NA,NA,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:17,7/24/2021 15:20,30
17402946,1995,Male,riftvalley,9 to 12,In Uni,Student,Yes,Yes,FINISHED,YES,No,-,-,-,-,,7/21/2021 15:01,7/24/2021 15:04,30
17389226,1992,Male,nyanza,1 to 4,PostGrad Student,Other/Unemployed,No,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 15:56,7/24/2021 15:59,30
17400252,1999,Female,nyanza,1 to 4,Some Primary,Other/Unemployed,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:28,7/24/2021 14:31,30
17388873,1994,Female,eastern,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,7,Good services but high charges,service,7/21/2021 15:06,7/24/2021 15:09,30
18004244,1992,NA,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:47,7/24/2021 15:50,30
18002077,2000,Female,riftvalley,1 to 4,Completed Primary,Student,No,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 13:55,7/24/2021 13:58,30
17402344,1994,Female,riftvalley,5 to 8,In Uni,Student,Yes,No,FINISHED,YES,Yes,Co-operative,Customer service desk/ enquiries,10,The services is quick and one is able to acquire loan without having shares,"service,speed/efficiency",7/21/2021 15:34,7/24/2021 15:37,30
17393083,1996,Female,eastern,9 to 12,University Student,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:03,7/24/2021 14:06,30
18004113,NA,Male,nairobi,9 to 12,College Student,Student,Yes,No,FINISHED,YES,Yes,I&M,Internet banking,10,Good service given to customers,service,7/21/2021 15:55,7/21/2021 16:37,30
17399958,1998,Female,eastern,5 to 8,In Uni,Student,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:00,7/24/2021 15:03,30
2312315,1994,Female,central,5 to 8,Some University,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 15:24,7/24/2021 15:27,30
17392141,1992,Male,NA,13 to 17,Completed Primary,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,8,Fast service,"service,speed/efficiency",7/21/2021 15:01,7/24/2021 15:04,30
2921138,1996,Male,nyanza,5 to 8,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:10,7/24/2021 14:13,30
17401023,1994,Male,riftvalley,1 to 4,Completed Primary,Other/Unemployed,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:55,7/24/2021 13:58,30
17399706,1992,Female,riftvalley,9 to 12,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,ATM,10,Honest,,7/21/2021 14:55,7/24/2021 14:58,30
18004661,1992,Male,riftvalley,13 to 17,Completed Secondary,Farm owner,Yes,Yes,FINISHED,YES,Yes,KCB,ATM,2,10,,7/21/2021 13:33,7/24/2021 13:36,30
17402929,1999,Male,riftvalley,9 to 12,Completed Uni,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,It really assist,,7/21/2021 13:41,7/24/2021 13:44,30
18004659,NA,NA,NA,NA,NA,NA,NA,NA,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:59,7/24/2021 15:02,30
18003064,1999,Female,NA,13 to 17,In Secondary,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:33,7/24/2021 13:36,30
17405833,1995,Female,riftvalley,5 to 8,In College,Student,No,No,FINISHED,YES,Yes,Equity,Mobile banking,10,they serve customers with fairness,service,7/21/2021 13:56,7/24/2021 13:59,30
17402862,1996,Female,central,5 to 8,In Uni,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:56,7/24/2021 15:59,30
17395278,1997,Male,nairobi,5 to 8,College Student,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 13:56,7/24/2021 13:59,30
17386973,1953,Female,coast,1 to 4,Some Secondary,Other/Unemployed,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:18,7/24/2021 15:21,30
17405942,1998,Male,riftvalley,9 to 12,In Uni,Student,Yes,No,FINISHED,YES,Yes,Other,Mobile banking,10,They give fast attendance to their customers,"service,speed/efficiency",7/21/2021 14:57,7/24/2021 15:00,30
18004366,NA,Male,eastern,9 to 12,Completed Primary,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:00,7/24/2021 14:03,30
17390654,1959,Male,western,5 to 8,College Student,Student,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:05,7/24/2021 14:08,30
18001777,1996,Female,riftvalley,1 to 4,Completed College,Other/Unemployed,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:37,7/24/2021 13:40,30
17394233,1998,Male,nyanza,9 to 12,In Uni,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,1,1,,7/21/2021 13:56,7/24/2021 13:59,30
17406844,1998,Female,nairobi,9 to 12,In Uni,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:45,7/24/2021 15:48,30
17388952,1998,Male,eastern,5 to 8,University Student,Student,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,10,because of quality and its effective services to the customers,service,7/21/2021 14:16,7/24/2021 14:19,30
2893062,1987,Male,riftvalley,NA,NA,Other/Unemployed,Yes,Yes,FINISHED,YES,No,-,-,-,-,,7/21/2021 15:34,7/24/2021 15:37,30
2415634,1993,Male,coast,9 to 12,Completed College,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:11,7/24/2021 15:14,30
17400269,1995,Female,NA,NA,None,Student,No,Yes,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:06,7/24/2021 14:09,30
17390524,1997,Male,NA,NA,NA,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:58,7/24/2021 15:01,30
5620314,1972,Male,nyanza,5 to 8,NA,NA,Yes,NA,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,10,Easy and convenient,"accessibility,speed/efficiency",7/21/2021 14:56,7/24/2021 14:59,30
17397611,1983,Female,NA,9 to 12,Completed College,Farm owner,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:05,7/24/2021 14:08,30
2309612,NA,NA,NA,NA,NA,NA,NA,NA,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:42,7/21/2021 13:55,30
2320688,1995,Male,riftvalley,5 to 8,University Student,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:57,7/24/2021 14:00,30
17390899,1990,Male,riftvalley,5 to 8,Completed College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:56,7/24/2021 15:59,30
17398607,1970,Female,riftvalley,13 to 17,Completed University,Skilled worker,Yes,Yes,OPTOUT,NO,-,-,-,-,-,,7/21/2021 13:36,7/24/2021 13:39,30
17396040,1996,Male,nairobi,9 to 12,Completed Uni,Student,NA,NA,FINISHED,YES,Yes,Equity,ATM,9,They are available for services.Easily accessible,"accessibility,service",7/21/2021 14:19,7/24/2021 14:22,30
17406337,1997,Male,coast,9 to 12,In Uni,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 15:19,7/24/2021 15:22,30
17385282,1999,Female,central,9 to 12,University Student,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 14:23,7/24/2021 14:26,30
18002740,1992,Male,nyanza,13 to 17,Completed Uni,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:30,7/24/2021 15:33,30
17407239,1992,Male,northeastern,1 to 4,Some Primary,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 15:56,7/24/2021 15:59,30
17388540,1976,Female,NA,NA,NA,Other/Unemployed,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:03,7/24/2021 14:06,30
17394619,1963,Female,riftvalley,1 to 4,Completed Primary,Farm owner,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 16:03,7/24/2021 16:06,30
17387566,1998,Female,riftvalley,13 to 17,College Student,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 14:31,7/24/2021 14:34,30
18002602,1996,Female,riftvalley,5 to 8,In College,Student,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:06,7/24/2021 14:09,30
17406734,1993,Male,nyanza,5 to 8,In College,Student,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,9,"They are friendly, fast,good customer service and reliable.","service,speed/efficiency,staff",7/21/2021 15:57,7/24/2021 16:00,30
17392175,1992,Male,riftvalley,9 to 12,University Student,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,9,good services and fast,"service,speed/efficiency",7/21/2021 14:57,7/24/2021 15:00,30
17385915,1970,Male,riftvalley,5 to 8,Completed College,Skilled worker,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:55,7/24/2021 15:58,30
17388159,1998,Male,riftvalley,9 to 12,College Student,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:57,7/24/2021 14:00,30
5632839,1990,Male,eastern,NA,Completed University,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,10,Reliable n available across the country,speed/efficiency,7/21/2021 13:37,7/24/2021 13:40,30
17406761,1992,Male,nairobi,13 to 17,Completed Uni,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:38,7/24/2021 13:41,30
17405769,1985,Female,NA,NA,NA,NA,NA,NA,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:40,7/24/2021 14:43,30
17396281,1994,Female,riftvalley,9 to 12,PostGrad Student,Student,Yes,No,FINISHED,YES,Yes,KCB,ATM,8,I''ve never experienced any serious problem with them,,7/21/2021 13:55,7/21/2021 22:19,30
17404201,1997,Male,NA,5 to 8,Completed Primary,Student,No,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,2,it loan to all people,loan,7/21/2021 14:59,7/24/2021 15:02,30
17399784,1999,Male,riftvalley,5 to 8,University Student,Farm owner,Yes,No,FINISHED,YES,Yes,Barclays,Mobile banking,10,Transaction costs low and safety,"account,rates/charges",7/21/2021 13:54,7/24/2021 13:57,30
2886747,1991,Female,riftvalley,9 to 12,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,9,More likely customers,service,7/21/2021 14:14,7/24/2021 14:17,30
2947942,1991,Female,nyanza,5 to 8,Completed Primary,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 15:06,7/24/2021 15:09,30
2273728,1968,Male,nairobi,9 to 12,Completed College,Street or Market Seller,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:34,7/24/2021 15:37,30
2272926,1996,Male,nyanza,9 to 12,Completed Secondary,Street or Market Seller,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:56,7/24/2021 14:59,30
2274187,1992,Male,nyanza,13 to 17,Completed College,Farm owner,Yes,Yes,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,10,they have a good service,service,7/21/2021 13:56,7/24/2021 13:59,30
2273428,1990,Male,western,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,KCB,Teller or Branch transactions,5,Slow,speed/efficiency,7/21/2021 14:02,7/24/2021 14:05,30
2292231,1992,Female,central,9 to 12,Completed College,Skilled worker,Yes,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 15:57,7/24/2021 16:00,30
2284856,1995,Female,riftvalley,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,YES,-,-,-,-,-,,7/21/2021 15:57,7/24/2021 16:00,30
2279262,1996,Male,central,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,Co-operative,Mobile banking,1,They are nice,security,7/21/2021 14:57,7/24/2021 15:00,30
2265317,1993,Male,riftvalley,9 to 12,Completed University,Farm owner,Yes,No,FINISHED,YES,Yes,National Bank,Teller or Branch transactions,2,Very slow ser vice. Account pin takes long time,"account,speed/efficiency",7/21/2021 15:55,7/24/2021 15:58,30
2271439,1968,Female,riftvalley,5 to 8,Completed Primary,Other/Unemployed,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:32,7/24/2021 13:35,30
2300637,1958,Female,nyanza,5 to 8,None,Other/Unemployed,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:23,7/21/2021 13:31,30
2293420,1995,Male,nairobi,9 to 12,Completed Uni,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,KCB,Teller or Branch transactions,7,customer friendly.,"service,staff",7/21/2021 14:55,7/24/2021 14:58,30
2272722,1993,Female,nairobi,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,good,,7/21/2021 15:57,7/24/2021 16:00,30
2279781,1995,Male,riftvalley,9 to 12,Some University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,8,Good service,service,7/21/2021 15:58,7/24/2021 16:01,30
2281168,1994,Male,riftvalley,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,Co-operative,Mobile banking,10,"Effective banking
 Easy accessibility
 User friendly manual","accessibility,speed/efficiency,staff",7/21/2021 14:55,7/24/2021 14:58,30
2273057,1994,Male,nairobi,1 to 4,Some Primary,Other/Unemployed,No,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 14:56,7/24/2021 14:59,30
2285444,1997,Female,riftvalley,9 to 12,Some University,Skilled worker,Yes,Yes,TIMEDOUT,YES,Yes,KCB,-,-,-,,7/21/2021 15:07,7/24/2021 15:11,30
2273263,1993,Female,nyanza,13 to 17,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Customer service desk/ enquiries,9,"Their services are good, i like how they are handling their customers.",service,7/21/2021 13:27,7/24/2021 13:30,30
2300424,1994,Male,riftvalley,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,This is becouse KCB has a quick respond to its customers,"information/communication,service,speed/efficiency",7/21/2021 15:01,7/24/2021 15:04,30
2270562,1980,Male,nairobi,9 to 12,Completed Secondary,Own Business,No,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:56,7/24/2021 13:59,30
2300064,1998,Male,riftvalley,13 to 17,Completed Secondary,Own Business,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,10,Affordable and very reliable,"rates/charges,speed/efficiency",7/21/2021 14:56,7/24/2021 14:59,30
2270075,1988,Female,central,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Co-operative,ATM,8,It''s accessible,accessibility,7/21/2021 15:05,7/24/2021 15:08,30
2274598,1993,Male,riftvalley,13 to 17,Completed Uni,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,KCB,ATM,9,Service delivery,service,7/21/2021 13:56,7/24/2021 13:59,30
2265497,1995,Male,riftvalley,5 to 8,Completed Secondary,Skilled worker,No,Yes,FINISHED,YES,Yes,Equity,Mobile banking,9,They offer quality services and their transaction changes bare lower compared to the others.,"account,service",7/21/2021 14:57,7/24/2021 15:00,30
2281406,1994,Male,riftvalley,9 to 12,Completed University,Own Business,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:36,7/24/2021 15:39,30
2283908,1993,Female,nyanza,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:58,7/24/2021 16:01,30
2303550,1984,Male,riftvalley,NA,NA,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,1,Suitable for farmers and the most efficient.,speed/efficiency,7/21/2021 13:57,7/24/2021 14:00,30
2292403,1992,Male,central,13 to 17,Completed University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,9,Good customer care,service,7/21/2021 15:55,7/24/2021 15:58,30
2285076,1993,Female,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,Good services generally,service,7/21/2021 14:44,7/24/2021 14:47,30
2275313,1990,Male,western,9 to 12,Completed PostGrad,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:56,7/24/2021 13:59,30
2188243,1993,Female,central,5 to 8,Completed University,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:58,7/24/2021 14:01,30
2289224,1985,Female,nairobi,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,6,it''s the best,,7/21/2021 14:55,7/24/2021 14:58,30
2300293,1993,Male,nyanza,13 to 17,Completed University,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,4,They aint flexible on loanings,accessibility,7/21/2021 14:35,7/24/2021 14:38,30
2274237,1992,Male,nairobi,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,KCB,Mobile banking,7,better customer service,service,7/21/2021 13:56,7/24/2021 13:59,30
2274292,1993,Male,nairobi,13 to 17,Completed PostGrad,Street or Market Seller,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:37,7/24/2021 14:40,30
2265782,1993,Male,riftvalley,5 to 8,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,Cheques take little time to mature,speed/efficiency,7/21/2021 14:56,7/24/2021 14:59,30
2273265,1993,Male,central,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,ATM,7,High atm fees,atm,7/21/2021 15:13,7/24/2021 15:16,30
2283123,1996,Male,western,13 to 17,Completed College,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,it''s fast and secure and reliable,"security,speed/efficiency",7/21/2021 13:56,7/24/2021 13:59,30
2279269,1995,Male,eastern,13 to 17,Completed College,Student,NA,NA,FINISHED,YES,No,-,-,-,-,,7/21/2021 15:57,7/24/2021 16:00,30
2242451,1994,Male,nyanza,9 to 12,University Student,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 13:56,7/24/2021 13:59,30
2289191,1992,Male,riftvalley,NA,NA,Other/Unemployed,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:59,7/24/2021 15:02,30
2266125,1998,Female,riftvalley,5 to 8,College Student,Student,No,No,FINISHED,YES,No,-,-,-,-,,7/21/2021 14:57,7/24/2021 15:00,30
2264383,1994,Female,central,9 to 12,Completed College,Street or Market Seller,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,7,The banks are widley available but a bit expensive for transactions especially using the mobile app,"account,mobile_banking,rates/charges",7/21/2021 14:00,7/24/2021 14:03,30
2270325,1960,Female,western,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:59,7/24/2021 15:02,30
2292496,1993,Male,coast,NA,NA,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:57,7/24/2021 15:00,30
2193739,1992,Female,nairobi,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:38,7/24/2021 14:41,30
1161409,1993,Male,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 14:58,7/24/2021 15:01,30
2265437,1996,Female,western,9 to 12,Some University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,10,It gives quality services to all it''s customers,service,7/21/2021 14:05,7/24/2021 14:08,30
2265100,1996,Female,western,NA,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,Accessible,accessibility,7/21/2021 14:01,7/24/2021 14:04,30
2264361,1996,Female,riftvalley,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,ATM,10,They offered a good service to me and other customers,service,7/21/2021 14:55,7/24/2021 14:58,30
2265864,1994,Male,eastern,9 to 12,Completed University,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/21/2021 15:27,7/24/2021 15:30,30
2290067,1995,Female,riftvalley,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,9,Available reliable services,"service,speed/efficiency",7/21/2021 13:56,7/24/2021 13:59,30
